name,value
input29220_9_7,([[:blank:]])\W[B-X]*(not$)\2(\<.\>)([^\D])|(\b\s\b)|[[:digit:]]
input29220_9_8,([[:blank:]])\W[B-Z]*(not$)\2(\<.\>)([^\D])|(\b\s\b)|[[:digit:]]
input29220_9_9,([[:blank:]])\W[B-Y]*(not$)\2(\<.\>)([^\D])|(\b\s\b)|[[:digit:]]|[[:digit:]]
input29220_9_12,([[:blank:]])\W[B-Y]*(...$)\2(\<.\>)([^\D])|(\b\s\b)|[[:digit:]]
input29220_12,([[:blank:]])\W[B-Y]*(...$)\2(\<.\>)([^\D])|(\b\s\b)
input29220_12_1,([[:blank:]])\W[UYJHBRVSDPWQOCNGIXLFKEMT]*(...$)\2(\<.\>)([^\D])|(\b\s\b)
input29220_12_7,([[:blank:]])\W[B-X]*(...$)\2(\<.\>)([^\D])|(\b\s\b)
input29220_12_8,([[:blank:]])\W[B-Z]*(...$)\2(\<.\>)([^\D])|(\b\s\b)
input29220_12_9,([[:blank:]])\W[B-Y]*(...$)\2(\<.\>)([^\D])|(\b\s\b)|[[:digit:]]
input29818,(\d+)(.)[5-7]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_1,(\d+)(.)[756]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_1_3,(\d+)(.)[5]|[7]|[6]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_1_9,(\d+)(.)[576]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_1_10,(\d+)(.)[576]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_1_12,(\d+)(.)[576]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_3,(\d+)(.)[5-7]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_3_1,(\d+)(.)[657]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_3_7,(\d+)(.)[5-6]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_3_8,(\d+)(.)[5-8]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_3_9,(\d+)(.)[5-7]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)|[[:digit:]]
input29818_3_10,(\d+)(.)[5-7]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_3_12,(\d+)(.)[5-7]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_7,(\d+)(.)[5-6]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_7_1,(\d+)(.)[56]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_7_3,(\d+)(.)[5-6]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_7_8,(\d+)(.)[5-7]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_7_9,(\d+)(.)[5-6]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_8,(\d+)(.)[5-8]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_8_1,(\d+)(.)[8675]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_8_3,(\d+)(.)[5-8]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)
input29818_8_7,(\d+)(.)[5-7]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_8_8,(\d+)(.)[5-9]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)
input29818_8_9,(\d+)(.)[5-8]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9,(\d+)(.)[5-7]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9_1,(\d+)(.)[567]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9_3,(\d+)(.)[5-7]([[:punct:]]\>)([g]|[r]|[e]|[p]|[C]|[o]|[d]|[e])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9_7,(\d+)(.)[5-6]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9_8,(\d+)(.)[5-8]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]
input29818_9_9,(\d+)(.)[5-7]([[:punct:]]\>)([grepCode])(^\w)|(\b\S\b)|[[:digit:]]|[[:digit:]]
input29982,(\S?)(\B.\B)([^\W])(3)^\D\<[t-w]\>|([[:upper:]])
input29982_1,(\S?)(\B.\B)([^\W])(3)^\D\<[tvuw]\>|([[:upper:]])
input29982_1_9,(\S?)(\B.\B)([^\W])(3)^\D\<[tvuw]\>|([[:upper:]])|[[:digit:]]
input29982_1_10,(\S?)(\B.\B)([^\W])(3)^\D\<[tvuw]\>|([[:upper:]])
input29982_1_12,(\S?)(\B.\B)([^\W])(3)^\D\<[tvuw]\>|([[:upper:]])
input29982_7,(\S?)(\B.\B)([^\W])(3)^\D\<[t-v]\>|([[:upper:]])
input29982_7_1,(\S?)(\B.\B)([^\W])(3)^\D\<[tvu]\>|([[:upper:]])
input29982_7_7,(\S?)(\B.\B)([^\W])(3)^\D\<[t-u]\>|([[:upper:]])
input29982_7_8,(\S?)(\B.\B)([^\W])(3)^\D\<[t-w]\>|([[:upper:]])
input29982_7_9,(\S?)(\B.\B)([^\W])(3)^\D\<[t-v]\>|([[:upper:]])|[[:digit:]]
input29982_7_12,(\S?)(\B.\B)([^\W])(.)^\D\<[t-v]\>|([[:upper:]])
input29982_8,(\S?)(\B.\B)([^\W])(3)^\D\<[t-x]\>|([[:upper:]])
input29982_8_1,(\S?)(\B.\B)([^\W])(3)^\D\<[uvxtw]\>|([[:upper:]])
input29982_8_7,(\S?)(\B.\B)([^\W])(3)^\D\<[t-w]\>|([[:upper:]])
input29982_8_8,(\S?)(\B.\B)([^\W])(3)^\D\<[t-y]\>|([[:upper:]])
input29982_8_9,(\S?)(\B.\B)([^\W])(3)^\D\<[t-x]\>|([[:upper:]])|[[:digit:]]
input29982_8_12,(\S?)(\B.\B)([^\W])(.)^\D\<[t-x]\>|([[:upper:]])
input29982_9,(\S?)(\B.\B)([^\W])(3)^\D\<[t-w]\>|([[:upper:]])|[[:digit:]]
input29982_9_1,(\S?)(\B.\B)([^\W])(3)^\D\<[wvtu]\>|([[:upper:]])|[[:digit:]]
input29982_9_7,(\S?)(\B.\B)([^\W])(3)^\D\<[t-v]\>|([[:upper:]])|[[:digit:]]
input29982_9_8,(\S?)(\B.\B)([^\W])(3)^\D\<[t-x]\>|([[:upper:]])|[[:digit:]]
input29982_9_9,(\S?)(\B.\B)([^\W])(3)^\D\<[t-w]\>|([[:upper:]])|[[:digit:]]|[[:digit:]]
input29982_9_12,(\S?)(\B.\B)([^\W])(.)^\D\<[t-w]\>|([[:upper:]])|[[:digit:]]
input29982_12,(\S?)(\B.\B)([^\W])(.)^\D\<[t-w]\>|([[:upper:]])
input29982_12_1,(\S?)(\B.\B)([^\W])(.)^\D\<[tuwv]\>|([[:upper:]])
input29982_12_7,(\S?)(\B.\B)([^\W])(.)^\D\<[t-v]\>|([[:upper:]])
input29982_12_8,(\S?)(\B.\B)([^\W])(.)^\D\<[t-x]\>|([[:upper:]])
input29982_12_9,(\S?)(\B.\B)([^\W])(.)^\D\<[t-w]\>|([[:upper:]])|[[:digit:]]
input30062,exec$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_1,exec$(\<\S\>)[PONIJLHMQK]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_1_9,exec$(\<\S\>)[LQHMNKPOIJ]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_1_10,exec$(\<\S\>)[LQHMNKPOIJ]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_1_12,exec$(\<\S\>)[LQHMNKPOIJ]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7,exec$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7_1,exec$(\<\S\>)[OLIHJNKMP]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7_7,exec$(\<\S\>)[H-O]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7_8,exec$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7_9,exec$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_7_10,exec{1}$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_7_12,....$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8,exec$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8_1,exec$(\<\S\>)[ORMQIJHLPKN]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8_7,exec$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8_8,exec$(\<\S\>)[H-S]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8_9,exec$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_8_10,exec+$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_8_12,....$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_9,exec$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_9_1,exec$(\<\S\>)[MQHJPIKLNO]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_9_7,exec$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_9_8,exec$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_9_9,exec$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]|[[:digit:]]
input30062_9_10,exec{1}$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_9_12,....$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_10,exec{1}$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_10_1,exec+$(\<\S\>)[KQNLIJHPMO]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_10_7,exec+$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_10_8,exec+$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_10_9,exec+$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30062_10_12,....+$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_12,....$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_12_1,....$(\<\S\>)[LMINOKJHQP]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_12_7,....$(\<\S\>)[H-P]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_12_8,....$(\<\S\>)[H-R]+([[:alpha:]])\1|(.)(\B\w)\D
input30062_12_9,....$(\<\S\>)[H-Q]+([[:alpha:]])\1|(.)(\B\w)\D|[[:digit:]]
input30091,"(\w)[^\D]|\!{1,}[1-5](.\b)\2^[[:blank:]](\s\>)"
input30091_1,"(\w)[^\D]|\!{1,}[21453](.\b)\2^[[:blank:]](\s\>)"
input30091_1_9,"(\w)[^\D]|\!{1,}[12543](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_1_10,"(\w)[^\D]|\!{1,}[12543](.\b)\2^[[:blank:]](\s\>)"
input30091_1_12,"(\w)[^\D]|\!{1,}[12543](.\b)\2^[[:blank:]](\s\>)"
input30091_7,"(\w)[^\D]|\!{1,}[1-4](.\b)\2^[[:blank:]](\s\>)"
input30091_7_1,"(\w)[^\D]|\!{1,}[3214](.\b)\2^[[:blank:]](\s\>)"
input30091_7_7,"(\w)[^\D]|\!{1,}[1-3](.\b)\2^[[:blank:]](\s\>)"
input30091_7_8,"(\w)[^\D]|\!{1,}[1-5](.\b)\2^[[:blank:]](\s\>)"
input30091_7_9,"(\w)[^\D]|\!{1,}[1-4](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_8,"(\w)[^\D]|\!{1,}[1-6](.\b)\2^[[:blank:]](\s\>)"
input30091_8_1,"(\w)[^\D]|\!{1,}[361524](.\b)\2^[[:blank:]](\s\>)"
input30091_8_7,"(\w)[^\D]|\!{1,}[1-5](.\b)\2^[[:blank:]](\s\>)"
input30091_8_8,"(\w)[^\D]|\!{1,}[1-7](.\b)\2^[[:blank:]](\s\>)"
input30091_8_9,"(\w)[^\D]|\!{1,}[1-6](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_9,"(\w)[^\D]|\!{1,}[1-5](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_9_1,"(\w)[^\D]|\!{1,}[24531](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_9_7,"(\w)[^\D]|\!{1,}[1-4](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_9_8,"(\w)[^\D]|\!{1,}[1-6](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]"
input30091_9_9,"(\w)[^\D]|\!{1,}[1-5](.\b)\2^[[:blank:]](\s\>)|[[:digit:]]|[[:digit:]]"
input30125,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_1,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([TUS]{,0})"
input30125_1_9,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([STU]{,0})|[[:digit:]]"
input30125_1_10,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([STU]{,0})"
input30125_1_12,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([STU]{,0})"
input30125_7,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})"
input30125_7_1,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([TS]{,0})"
input30125_7_8,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_7_9,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})|[[:digit:]]"
input30125_7_10,"(I{1})[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})"
input30125_7_12,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})"
input30125_8,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})"
input30125_8_1,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([UTVS]{,0})"
input30125_8_7,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_8_8,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-W]{,0})"
input30125_8_9,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})|[[:digit:]]"
input30125_8_10,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})"
input30125_8_12,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})"
input30125_9,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]"
input30125_9_1,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([UTS]{,0})|[[:digit:]]"
input30125_9_7,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})|[[:digit:]]"
input30125_9_8,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})|[[:digit:]]"
input30125_9_9,"(I)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]|[[:digit:]]"
input30125_9_10,"(I{1})[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]"
input30125_9_12,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]"
input30125_10,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_10_1,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([SUT]{,0})"
input30125_10_7,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})"
input30125_10_8,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})"
input30125_10_9,"(I+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]"
input30125_10_12,"(.+)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_12,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})"
input30125_12_1,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([UTS]{,0})"
input30125_12_7,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-T]{,0})"
input30125_12_8,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-V]{,0})"
input30125_12_9,"(.)[^\S]|[[:xdigit:]](\w\>).$\d\B([S-U]{,0})|[[:digit:]]"
input30219,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_1,\W$[XWV]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_1_9,\W$[VXW]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_1_10,\W$[VXW]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_1_12,\W$[VXW]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_7,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_7_1,\W$[VW]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_7_8,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_7_9,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_7_10,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]only{1}?
input30219_7_12,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_8,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_8_1,\W$[WVYX]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_8_7,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_8_8,\W$[V-Z]|\D\>.\B(\s)[[:xdigit:]]only?
input30219_8_9,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_8_10,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]only+?
input30219_8_12,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_9,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_9_1,\W$[WXV]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_9_7,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_9_8,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]
input30219_9_9,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only?|[[:digit:]]|[[:digit:]]
input30219_9_12,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]....?|[[:digit:]]
input30219_10,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only+?
input30219_10_1,\W$[WXV]|\D\>.\B(\s)[[:xdigit:]]only+?
input30219_10_7,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]only+?
input30219_10_8,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]only+?
input30219_10_9,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]only+?|[[:digit:]]
input30219_10_12,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]....+?
input30219_12,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_12_1,\W$[VXW]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_12_7,\W$[V-W]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_12_8,\W$[V-Y]|\D\>.\B(\s)[[:xdigit:]]....?
input30219_12_9,\W$[V-X]|\D\>.\B(\s)[[:xdigit:]]....?|[[:digit:]]
input30284,(\b\d)([s-u]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_1,(\b\d)([tsu]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_1_9,(\b\d)([tsu]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_1_10,(\b\d)([tsu]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_1_12,(\b\d)([tsu]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_7,(\b\d)([s-t]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_7_1,(\b\d)([ts]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_7_8,(\b\d)([s-u]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_7_9,(\b\d)([s-t]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_8,(\b\d)([s-v]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_8_1,(\b\d)([ustv]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_8_7,(\b\d)([s-u]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_8_8,(\b\d)([s-w]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])
input30284_8_9,(\b\d)([s-v]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_9,(\b\d)([s-u]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_9_1,(\b\d)([uts]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_9_7,(\b\d)([s-t]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_9_8,(\b\d)([s-v]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]
input30284_9_9,(\b\d)([s-u]?)(\s)(\<.)([^\:])(\W$)|([[:cntrl:]])|[[:digit:]]|[[:digit:]]
input30376,\.|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_1,\.|[564](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_1_9,\.|[564](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_1_10,\.|[564](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_1_12,\.|[564](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_7,\.|[4-5](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_7_1,\.|[45](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_7_8,\.|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_7_9,\.|[4-5](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_7_10,\.+|[4-5](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_8,\.|[4-7](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_8_1,\.|[4567](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_8_7,\.|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_8_8,\.|[4-8](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_8_9,\.|[4-7](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_8_10,\.{1}|[4-7](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_9,\.|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_9_1,\.|[465](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_9_7,\.|[4-5](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_9_8,\.|[4-7](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_9_9,\.|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]|[[:digit:]]
input30376_9_10,\.{1}|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30376_10,\.{1}|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_10_1,\.{1}|[645](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_10_7,\.{1}|[4-5](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_10_8,\.{1}|[4-7](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+
input30376_10_9,\.{1}|[4-6](^\s$)([[:punct:]]\>)[^\d]\b\w\b.+|[[:digit:]]
input30553,\w|^.(\<\d)([[:upper:]])\B[E-M]\B\s*([^\\\\])
input30553_1,\w|^.(\<\d)([[:upper:]])\B[KLHFMEGIJ]\B\s*([^\\\\])
input30553_1_9,\w|^.(\<\d)([[:upper:]])\B[MJFLIGKEH]\B\s*([^\\\\])|[[:digit:]]
input30553_1_10,\w|^.(\<\d)([[:upper:]])\B[MJFLIGKEH]\B\s*([^\\\\])
input30553_7,\w|^.(\<\d)([[:upper:]])\B[E-L]\B\s*([^\\\\])
input30553_7_1,\w|^.(\<\d)([[:upper:]])\B[GIEFKHJL]\B\s*([^\\\\])
input30553_7_7,\w|^.(\<\d)([[:upper:]])\B[E-K]\B\s*([^\\\\])
input30553_7_8,\w|^.(\<\d)([[:upper:]])\B[E-M]\B\s*([^\\\\])
input30553_7_9,\w|^.(\<\d)([[:upper:]])\B[E-L]\B\s*([^\\\\])|[[:digit:]]
input30553_8,\w|^.(\<\d)([[:upper:]])\B[E-N]\B\s*([^\\\\])
input30553_8_1,\w|^.(\<\d)([[:upper:]])\B[IFHENLMJGK]\B\s*([^\\\\])
input30553_8_7,\w|^.(\<\d)([[:upper:]])\B[E-M]\B\s*([^\\\\])
input30553_8_8,\w|^.(\<\d)([[:upper:]])\B[E-O]\B\s*([^\\\\])
input30553_8_9,\w|^.(\<\d)([[:upper:]])\B[E-N]\B\s*([^\\\\])|[[:digit:]]
input30553_9,\w|^.(\<\d)([[:upper:]])\B[E-M]\B\s*([^\\\\])|[[:digit:]]
input30553_9_1,\w|^.(\<\d)([[:upper:]])\B[HMKEGFILJ]\B\s*([^\\\\])|[[:digit:]]
input30553_9_7,\w|^.(\<\d)([[:upper:]])\B[E-L]\B\s*([^\\\\])|[[:digit:]]
input30553_9_8,\w|^.(\<\d)([[:upper:]])\B[E-N]\B\s*([^\\\\])|[[:digit:]]
input30553_9_9,\w|^.(\<\d)([[:upper:]])\B[E-M]\B\s*([^\\\\])|[[:digit:]]|[[:digit:]]
input30871,(\<[G-T]\>)(\W)([^\S])(easy{1})\B\D(^[[:print:]]$)\2(.)|
input30871_1,(\<[NIGSLHTPQMORKJ]\>)(\W)([^\S])(easy{1})\B\D(^[[:print:]]$)\2(.)|
